country,date,cases,deaths
Guyana,2021-01-20,7015,170
Haiti,2021-01-20,10907,240
HolySee,2021-01-20,27,0
Honduras,2021-01-20,136898,3406
Hungary,2021-01-20,354252,11615
Iceland,2021-01-20,5975,29
India,2021-01-20,10610883,152869
Indonesia,2021-01-20,939948,26857
Iran,2021-01-20,1348316,57057
Iraq,2021-01-20,610598,12968
Ireland,2021-01-20,179324,2768
Israel,2021-01-20,575842,4181
Italy,2021-01-20,2414166,83681
Jamaica,2021-01-20,14487,331
Japan,2021-01-20,347029,4779
Jordan,2021-01-20,317405,4187
Kazakhstan,2021-01-20,219527,2956
Kenya,2021-01-20,99444,1736
Kiribati,2021-01-20,0,0
Kosovo,2021-01-20,56412,1420
Kuwait,2021-01-20,159264,951
Kyrgyzstan,2021-01-20,83430,1392
Laos,2021-01-20,41,0
Latvia,2021-01-20,57808,1032
Lebanon,2021-01-20,264647,2084
Lesotho,2021-01-20,7035,102
Liberia,2021-01-20,1898,84
Libya,2021-01-20,111124,1715
Liechtenstein,2021-01-20,2478,52
Lithuania,2021-01-20,172612,2523
Luxembourg,2021-01-20,49204,562
Madagascar,2021-01-20,18301,273
Malawi,2021-01-20,14851,353
Malaysia,2021-01-20,169379,630
Maldives,2021-01-20,14712,49
Mali,2021-01-20,7897,318
Malta,2021-01-20,16129,244
Marshall Islands,2021-01-20,4,0
Mauritania,2021-01-20,16212,407
Mauritius,2021-01-20,556,10
Mexico,2021-01-20,1688944,144371
Micronesia,2021-01-20,0,0
Moldova,2021-01-20,154118,3299
Monaco,2021-01-20,1262,9
Mongolia,2021-01-20,1584,2
Montenegro,2021-01-20,56579,758
Morocco,2021-01-20,462542,8043
Mozambique,2021-01-20,29396,271
MSZaandam,2021-01-20,9,2
Namibia,2021-01-20,31253,301
Nepal,2021-01-20,268310,1975
Netherlands,2021-01-20,940106,13350
NewZealand,2021-01-20,2267,25
Nicaragua,2021-01-20,6204,168
Niger,2021-01-20,4249,147
Nigeria,2021-01-20,114691,1478
NorthMacedonia,2021-01-20,89463,2739
Norway,2021-01-20,59887,543
occupiedPalestinianterritory,2021-01-20,153590,1751
Oman,2021-01-20,132317,1516
Pakistan,2021-01-20,527146,11157
Palau,2021-01-20,0,0
Panama,2021-01-20,303777,4912
PapuaNewGuinea,2021-01-20,835,9
Paraguay,2021-01-20,124447,2557
Peru,2021-01-20,1073214,98137
Philippines,2021-01-20,505939,10042
Poland,2021-01-20,1450747,34141
Portugal,2021-01-20,581605,9465
Qatar,2021-01-20,148000,248
RepublicofKorea,2021-01-20,73918,1316
Romania,2021-01-20,700898,17485
Russia,2021-01-20,3595136,66214
Rwanda,2021-01-20,11860,153
SaintKittsandNevis,2021-01-20,35,0
SaintLucia,2021-01-20,713,8
SaintVincentandtheGrenadines,2021-01-20,602,2
Samoa,2021-01-20,2,0
SanMarino,2021-01-20,2787,65
SaoTomeandPrincipe,2021-01-20,1170,17
SaudiArabia,2021-01-20,365563,6338
Senegal,2021-01-20,23642,546
Serbia,2021-01-20,377445,3810
Seychelles,2021-01-20,762,2
SierraLeone,2021-01-20,3030,77
Singapore,2021-01-20,59197,29
Slovakia,2021-01-20,379537,3737
Slovenia,2021-01-20,152851,3257
Solomon Islands,2021-01-20,17,0
Somalia,2021-01-20,4744,130
SouthAfrica,2021-01-20,1369426,38854
SouthSudan,2021-01-20,3773,64
Spain,2021-01-20,2412318,54637
SriLanka,2021-01-20,55189,274
Sudan,2021-01-20,28522,1603
Summer Olympics 2020,2021-01-20,0,0
Suriname,2021-01-20,7783,146
Sweden,2021-01-20,537967,10797
Switzerland,2021-01-20,504918,9078
SyrianArabRepublic,2021-01-20,13313,858
Taiwan,2021-01-20,870,7
Tajikistan,2021-01-20,13714,91
Tanzania,2021-01-20,509,21
Thailand,2021-01-20,12795,71
TheBahamas,2021-01-20,8075,175
TheGambia,2021-01-20,3938,128
Togo,2021-01-20,4459,74
Tonga,2021-01-20,0,0
TrinidadandTobago,2021-01-20,7430,133
Tunisia,2021-01-20,188373,5921
Turkey,2021-01-20,2406216,24487
Uganda,2021-01-20,38628,305
Ukraine,2021-01-20,1210854,22264
UnitedArabEmirates,2021-01-20,263729,762
UnitedKingdom,2021-01-20,3515800,93469
Uruguay,2021-01-20,34294,336
US,2021-01-20,24585281,412892
Uzbekistan,2021-01-20,78163,620
Vanuatu,2021-01-20,1,0
Venezuela,2021-01-20,121691,1122
Vietnam,2021-01-20,1544,35
Yemen,2021-01-20,2115,612
Zambia,2021-01-20,40949,585
Zimbabwe,2021-01-20,29408,879
Afghanistan,2021-01-21,54403,2363
Albania,2021-01-21,69916,1296
Algeria,2021-01-21,104852,2853
Andorra,2021-01-21,9379,93
Angola,2021-01-21,19177,448
AntiguaandBarbuda,2021-01-21,192,6
Argentina,2021-01-21,1843077,46355
Armenia,2021-01-21,165528,3021
Australia,2021-01-21,28755,909
Austria,2021-01-21,399798,7288
Azerbaijan,2021-01-21,228246,3053
Bahrain,2021-01-21,98878,366
Bangladesh,2021-01-21,530271,7966
Barbados,2021-01-21,1156,9
Belarus,2021-01-21,232298,1619
Belgium,2021-01-21,686827,20620
Belize,2021-01-21,11676,289
Benin,2021-01-21,3582,48
Bhutan,2021-01-21,850,1
Bolivia,2021-01-21,196393,9818
BosniaandHerzegovina,2021-01-21,119206,4536
Botswana,2021-01-21,19654,105
Brazil,2021-01-21,8697368,214147
Brunei,2021-01-21,174,3
Bulgaria,2021-01-21,213864,8741
BurkinaFaso,2021-01-21,9719,106
Burma,2021-01-21,136166,3013
Burundi,2021-01-21,1358,2
Cambodia,2021-01-21,456,0
Cameroon,2021-01-21,28010,455
Canada,2021-01-21,737654,18706
CapeVerde,2021-01-21,13307,122
CentralAfricanRepublic,2021-01-21,4974,63
Chad,2021-01-21,3065,114
Chile,2021-01-21,685107,17702
China,2021-01-21,98786,4803
Colombia,2021-01-21,1972345,50187
Comoros,2021-01-21,1935,55
Congo,2021-01-21,7794,117
CostaRica,2021-01-21,188477,2506
CotedIvoire,2021-01-21,25751,142
Croatia,2021-01-21,227326,4738
Cuba,2021-01-21,19530,184
Cyprus,2021-01-21,29929,177
Czechia,2021-01-21,917359,14973
DemocraticRepublicoftheCongo,2021-01-21,21398,644
Denmark,2021-01-21,192947,1910
DiamondPrincessCruiseShip,2021-01-21,712,13
Djibouti,2021-01-21,5916,61
Dominica,2021-01-21,113,0
DominicanRepublic,2021-01-21,199672,2482
EastTimor,2021-01-21,53,0
Ecuador,2021-01-21,236189,14526
Egypt,2021-01-21,159715,8801
ElSalvador,2021-01-21,52388,1530
EquatorialGuinea,2021-01-21,5365,86
Eritrea,2021-01-21,1913,6
Estonia,2021-01-21,39212,354
Eswatini,2021-01-21,14017,441
Ethiopia,2021-01-21,132326,2057
Fiji,2021-01-21,55,2
Finland,2021-01-21,41565,632
France,2021-01-21,3046323,72138
Gabon,2021-01-21,10120,66
Georgia,2021-01-21,251071,2998
Germany,2021-01-21,2108895,50876
Ghana,2021-01-21,59480,361
Greece,2021-01-21,150479,5570
Grenada,2021-01-21,139,1
Guatemala,2021-01-21,152395,5389
Guinea,2021-01-21,14236,81
GuineaBissau,2021-01-21,2510,45
Guyana,2021-01-21,7067,170
Haiti,2021-01-21,10963,240
HolySee,2021-01-21,27,0
Honduras,2021-01-21,138044,3422
Hungary,2021-01-21,355662,11713
Iceland,2021-01-21,5981,29
India,2021-01-21,10625428,153032
Indonesia,2021-01-21,951651,27203
Iran,2021-01-21,1354520,57150
Iraq,2021-01-21,611407,12977
Ireland,2021-01-21,181922,2818
Israel,2021-01-21,582869,4245
Italy,2021-01-21,2428221,84202
Jamaica,2021-01-21,14550,331
Japan,2021-01-21,352693,4873
Jordan,2021-01-21,318181,4198
Kazakhstan,2021-01-21,221053,2956
Kenya,2021-01-21,99630,1739
Kiribati,2021-01-21,0,0
Kosovo,2021-01-21,57028,1433
Kuwait,2021-01-21,159834,951
Kyrgyzstan,2021-01-21,83585,1394
Laos,2021-01-21,41,0
Latvia,2021-01-21,58710,1057
Lebanon,2021-01-21,269241,2151
Lesotho,2021-01-21,7504,103
Liberia,2021-01-21,1901,84
Libya,2021-01-21,111746,1716
Liechtenstein,2021-01-21,2495,52
Lithuania,2021-01-21,173889,2561
Luxembourg,2021-01-21,49319,562
Madagascar,2021-01-21,18301,273
Malawi,2021-01-21,16049,396
Malaysia,2021-01-21,172549,642
Maldives,2021-01-21,14765,50
Mali,2021-01-21,7911,320
Malta,2021-01-21,16280,245
Marshall Islands,2021-01-21,4,0
Mauritania,2021-01-21,16266,410
Mauritius,2021-01-21,556,10
Mexico,2021-01-21,1711283,146174
Micronesia,2021-01-21,1,0
Moldova,2021-01-21,154788,3315
Monaco,2021-01-21,1287,9
Mongolia,2021-01-21,1592,2
Montenegro,2021-01-21,56998,762
Morocco,2021-01-21,463706,8076
Mozambique,2021-01-21,30225,283
MSZaandam,2021-01-21,9,2
Namibia,2021-01-21,31515,310
Nepal,2021-01-21,268646,1979
Netherlands,2021-01-21,945948,13439
NewZealand,2021-01-21,2276,25
Nicaragua,2021-01-21,6204,168
Niger,2021-01-21,4267,147
Nigeria,2021-01-21,116655,1485
NorthMacedonia,2021-01-21,89817,2754
Norway,2021-01-21,60259,544
occupiedPalestinianterritory,2021-01-21,154063,1757
Oman,2021-01-21,132486,1517
Pakistan,2021-01-21,528891,11204
Palau,2021-01-21,0,0
Panama,2021-01-21,305752,4944
PapuaNewGuinea,2021-01-21,835,9
Paraguay,2021-01-21,125518,2571
Peru,2021-01-21,1073214,98525
Philippines,2021-01-21,507717,10116
Poland,2021-01-21,1457755,34561
Portugal,2021-01-21,595149,9686
Qatar,2021-01-21,148258,248
RepublicofKorea,2021-01-21,74262,1328
Romania,2021-01-21,703776,17554
Russia,2021-01-21,3616680,66810
Rwanda,2021-01-21,12170,162
SaintKittsandNevis,2021-01-21,35,0
SaintLucia,2021-01-21,718,9
SaintVincentandtheGrenadines,2021-01-21,690,2
Samoa,2021-01-21,2,0
SanMarino,2021-01-21,2815,65
SaoTomeandPrincipe,2021-01-21,1171,17
SaudiArabia,2021-01-21,365775,6342
Senegal,2021-01-21,23909,552
Serbia,2021-01-21,379093,3830
Seychelles,2021-01-21,844,3
SierraLeone,2021-01-21,3081,77
Singapore,2021-01-21,59235,29
Slovakia,2021-01-21,384329,3801
Slovenia,2021-01-21,154306,3284
Solomon Islands,2021-01-21,17,0
Somalia,2021-01-21,4744,130
SouthAfrica,2021-01-21,1380807,39501
SouthSudan,2021-01-21,3788,64
Spain,2021-01-21,2456675,55041
SriLanka,2021-01-21,56076,276
Sudan,2021-01-21,28522,1603
Summer Olympics 2020,2021-01-21,0,0
Suriname,2021-01-21,7880,146
Sweden,2021-01-21,542952,10921
Switzerland,2021-01-21,507123,9128
SyrianArabRepublic,2021-01-21,13398,866
Taiwan,2021-01-21,881,7
Tajikistan,2021-01-21,13714,91
Tanzania,2021-01-21,509,21
Thailand,2021-01-21,12795,71
TheBahamas,2021-01-21,8088,175
TheGambia,2021-01-21,3950,128
Togo,2021-01-21,4505,74
Tonga,2021-01-21,0,0
TrinidadandTobago,2021-01-21,7450,133
Tunisia,2021-01-21,190884,5989
Turkey,2021-01-21,2412505,24640
Uganda,2021-01-21,38806,316
Ukraine,2021-01-21,1216780,22521
UnitedArabEmirates,2021-01-21,267258,766
UnitedKingdom,2021-01-21,3553777,94765
Uruguay,2021-01-21,34992,347
US,2021-01-21,24777607,417029
Uzbekistan,2021-01-21,78219,620
Vanuatu,2021-01-21,1,0
Venezuela,2021-01-21,122260,1129
Vietnam,2021-01-21,1546,35
Yemen,2021-01-21,2115,614
Zambia,2021-01-21,42213,597
Zimbabwe,2021-01-21,30047,917
Afghanistan,2021-01-22,54483,2370
Albania,2021-01-22,70655,1303
Algeria,2021-01-22,105124,2856
Andorra,2021-01-22,9416,93
Angola,2021-01-22,19269,452
AntiguaandBarbuda,2021-01-22,195,6
Argentina,2021-01-22,1853830,46575
Armenia,2021-01-22,165711,3030
Australia,2021-01-22,28760,909
Austria,2021-01-22,401886,7330
Azerbaijan,2021-01-22,228526,3064
Bahrain,2021-01-22,99210,366
Bangladesh,2021-01-22,530890,7981
Barbados,2021-01-22,1156,9
Belarus,2021-01-22,234111,1628
Belgium,2021-01-22,689271,20675
Belize,2021-01-22,11700,290
Benin,2021-01-22,3643,48
Bhutan,2021-01-22,851,1
Bolivia,2021-01-22,198257,9871
BosniaandHerzegovina,2021-01-22,119420,4555
Botswana,2021-01-22,19654,105
Brazil,2021-01-22,8753920,215243
Brunei,2021-01-22,175,3
Bulgaria,2021-01-22,214430,8799
BurkinaFaso,2021-01-22,9857,107
Burma,2021-01-22,136591,3031
Burundi,2021-01-22,1380,2
Cambodia,2021-01-22,456,0
Cameroon,2021-01-22,28010,455
Canada,2021-01-22,743384,18887
CapeVerde,2021-01-22,13381,122
CentralAfricanRepublic,2021-01-22,4974,63
Chad,2021-01-22,3104,115
Chile,2021-01-22,690066,17786
China,2021-01-22,98886,4803
Colombia,2021-01-22,1987418,50586
Comoros,2021-01-22,2160,63
Congo,2021-01-22,7794,117
CostaRica,2021-01-22,189308,2518
CotedIvoire,2021-01-22,26315,143
Croatia,2021-01-22,227969,4770
Cuba,2021-01-22,20060,188
Cyprus,2021-01-22,30093,179
Czechia,2021-01-22,924847,15130
DemocraticRepublicoftheCongo,2021-01-22,21597,647
Denmark,2021-01-22,193720,1942
DiamondPrincessCruiseShip,2021-01-22,712,13
Djibouti,2021-01-22,5917,61
Dominica,2021-01-22,113,0
DominicanRepublic,2021-01-22,201145,2496
EastTimor,2021-01-22,53,0
Ecuador,2021-01-22,237158,14562
Egypt,2021-01-22,160463,8853
ElSalvador,2021-01-22,52672,1540
EquatorialGuinea,2021-01-22,5401,86
Eritrea,2021-01-22,1940,6
Estonia,2021-01-22,39701,358
Eswatini,2021-01-22,14219,458
Ethiopia,2021-01-22,132881,2060
Fiji,2021-01-22,55,2
Finland,2021-01-22,41915,644
France,2021-01-22,3069647,72787
Gabon,2021-01-22,10278,67
Georgia,2021-01-22,251974,3022
Germany,2021-01-22,2125261,51713
Ghana,2021-01-22,59480,361
Greece,2021-01-22,151041,5598
Grenada,2021-01-22,139,1
Guatemala,2021-01-22,152956,5420
Guinea,2021-01-22,14262,81
GuineaBissau,2021-01-22,2510,45
Guyana,2021-01-22,7143,170
Haiti,2021-01-22,10963,240
HolySee,2021-01-22,27,0
Honduras,2021-01-22,139182,3439
Hungary,2021-01-22,356973,11811
Iceland,2021-01-22,5981,29
India,2021-01-22,10639684,153184
Indonesia,2021-01-22,965283,27453
Iran,2021-01-22,1360852,57225
Iraq,2021-01-22,612092,12984
Ireland,2021-01-22,184279,2870
Israel,2021-01-22,589028,4266
Italy,2021-01-22,2441854,84674
Jamaica,2021-01-22,14658,332
Japan,2021-01-22,357750,4981
Jordan,2021-01-22,318911,4207
Kazakhstan,2021-01-22,222701,2956
Kenya,2021-01-22,99769,1740
Kiribati,2021-01-22,0,0
Kosovo,2021-01-22,57317,1447
Kuwait,2021-01-22,160367,952
Kyrgyzstan,2021-01-22,83796,1398
Laos,2021-01-22,41,0
Latvia,2021-01-22,59586,1076
Lebanon,2021-01-22,272461,2208
Lesotho,2021-01-22,7555,113
Liberia,2021-01-22,1901,84
Libya,2021-01-22,112540,1737
Liechtenstein,2021-01-22,2500,53
Lithuania,2021-01-22,174922,2597
Luxembourg,2021-01-22,49438,562
Madagascar,2021-01-22,18301,273
Malawi,2021-01-22,17365,445
Malaysia,2021-01-22,176180,660
Maldives,2021-01-22,14830,50
Mali,2021-01-22,7937,321
Malta,2021-01-22,16423,248
Marshall Islands,2021-01-22,4,0
Mauritania,2021-01-22,16322,413
Mauritius,2021-01-22,556,10
Mexico,2021-01-22,1732290,147614
Micronesia,2021-01-22,1,0
Moldova,2021-01-22,155302,3332
Monaco,2021-01-22,1311,9
Mongolia,2021-01-22,1611,2
Montenegro,2021-01-22,57482,765
Morocco,2021-01-22,464844,8105
Mozambique,2021-01-22,30848,290
MSZaandam,2021-01-22,9,2
Namibia,2021-01-22,31848,311
Nepal,2021-01-22,268948,1986
Netherlands,2021-01-22,951747,13528
NewZealand,2021-01-22,2276,25
Nicaragua,2021-01-22,6204,168
Niger,2021-01-22,4308,150
Nigeria,2021-01-22,118138,1490
NorthMacedonia,2021-01-22,90124,2768
Norway,2021-01-22,60565,544
occupiedPalestinianterritory,2021-01-22,154557,1769
Oman,2021-01-22,132486,1517
Pakistan,2021-01-22,530818,11247
Palau,2021-01-22,0,0
Panama,2021-01-22,307793,4980
PapuaNewGuinea,2021-01-22,835,9
Paraguay,2021-01-22,126370,2586
Peru,2021-01-22,1082907,98966
Philippines,2021-01-22,509887,10136
Poland,2021-01-22,1464448,34908
Portugal,2021-01-22,609136,9920
Qatar,2021-01-22,148521,248
RepublicofKorea,2021-01-22,74692,1337
Romania,2021-01-22,706475,17628
Russia,2021-01-22,3637862,67376
Rwanda,2021-01-22,12443,165
SaintKittsandNevis,2021-01-22,35,0
SaintLucia,2021-01-22,755,10
SaintVincentandtheGrenadines,2021-01-22,690,2
Samoa,2021-01-22,2,0
SanMarino,2021-01-22,2833,65
SaoTomeandPrincipe,2021-01-22,1182,17
SaudiArabia,2021-01-22,365988,6346
Senegal,2021-01-22,24209,561
Serbia,2021-01-22,380802,3849
Seychelles,2021-01-22,866,3
SierraLeone,2021-01-22,3093,77
Singapore,2021-01-22,59250,29
Slovakia,2021-01-22,389217,3894
Slovenia,2021-01-22,155752,3309
Solomon Islands,2021-01-22,17,0
Somalia,2021-01-22,4744,130
SouthAfrica,2021-01-22,1392568,40076
SouthSudan,2021-01-22,3788,64
Spain,2021-01-22,2499560,55441
SriLanka,2021-01-22,56863,278
Sudan,2021-01-22,28522,1603
Summer Olympics 2020,2021-01-22,0,0
Suriname,2021-01-22,7945,148
Sweden,2021-01-22,547166,11005
Switzerland,2021-01-22,509279,9177
SyrianArabRepublic,2021-01-22,13479,873
Taiwan,2021-01-22,881,7
Tajikistan,2021-01-22,13714,91
Tanzania,2021-01-22,509,21
Thailand,2021-01-22,13104,71
TheBahamas,2021-01-22,8101,175
TheGambia,2021-01-22,3958,128
Togo,2021-01-22,4545,74
Tonga,2021-01-22,0,0
TrinidadandTobago,2021-01-22,7456,133
Tunisia,2021-01-22,193273,6092
Turkey,2021-01-22,2418472,24789
Uganda,2021-01-22,38935,317
Ukraine,2021-01-22,1222459,22698
UnitedArabEmirates,2021-01-22,270810,776
UnitedKingdom,2021-01-22,3594098,96166
Uruguay,2021-01-22,36170,364
US,2021-01-22,24967134,420806
Uzbekistan,2021-01-22,78272,620
Vanuatu,2021-01-22,1,0
Venezuela,2021-01-22,122795,1136
Vietnam,2021-01-22,1548,35
Yemen,2021-01-22,2118,614
Zambia,2021-01-22,43333,610
Zimbabwe,2021-01-22,30523,962
Afghanistan,2021-01-23,54559,2373
Albania,2021-01-23,71441,1310
Algeria,2021-01-23,105369,2861
Andorra,2021-01-23,9499,96
Angola,2021-01-23,19367,457
AntiguaandBarbuda,2021-01-23,195,6
Argentina,2021-01-23,1862192,46737
Armenia,2021-01-23,165909,3034
Australia,2021-01-23,28766,909
Austria,2021-01-23,403512,7389
Azerbaijan,2021-01-23,228688,3072
Bahrain,2021-01-23,99456,367
Bangladesh,2021-01-23,531326,8003
Barbados,2021-01-23,1341,9
Belarus,2021-01-23,235859,1639
Belgium,2021-01-23,691854,20726
Belize,2021-01-23,11722,290
Benin,2021-01-23,3643,48
Bhutan,2021-01-23,854,1
Bolivia,2021-01-23,199989,9927
BosniaandHerzegovina,2021-01-23,119420,4555
Botswana,2021-01-23,19654,105
Brazil,2021-01-23,8816254,216445
Brunei,2021-01-23,175,3
Bulgaria,2021-01-23,214696,8811
BurkinaFaso,2021-01-23,9967,109
Burma,2021-01-23,137098,3045
Burundi,2021-01-23,1438,2
Cambodia,2021-01-23,458,0
Cameroon,2021-01-23,29617,462
Canada,2021-01-23,748123,18992
CapeVerde,2021-01-23,13414,124
CentralAfricanRepublic,2021-01-23,4974,63
Chad,2021-01-23,3137,115
Chile,2021-01-23,694647,17854
China,2021-01-23,99047,4803
Colombia,2021-01-23,2002969,50982
Comoros,2021-01-23,2260,70
Congo,2021-01-23,7794,117
CostaRica,2021-01-23,189308,2518
CotedIvoire,2021-01-23,26612,145
Croatia,2021-01-23,228568,4799
Cuba,2021-01-23,20627,191
Cyprus,2021-01-23,30215,180
Czechia,2021-01-23,933361,15270
DemocraticRepublicoftheCongo,2021-01-23,21713,654
Denmark,2021-01-23,194599,1970
DiamondPrincessCruiseShip,2021-01-23,712,13
Djibouti,2021-01-23,5918,61
Dominica,2021-01-23,113,0
DominicanRepublic,2021-01-23,202507,2513
EastTimor,2021-01-23,64,0
Ecuador,2021-01-23,238232,14596
Egypt,2021-01-23,161143,8902
ElSalvador,2021-01-23,52949,1551
EquatorialGuinea,2021-01-23,5401,86
Eritrea,2021-01-23,1940,6
Estonia,2021-01-23,40184,368
Eswatini,2021-01-23,14330,458
Ethiopia,2021-01-23,133298,2063
Fiji,2021-01-23,55,2
Finland,2021-01-23,42334,644
France,2021-01-23,3093740,73017
Gabon,2021-01-23,10278,67
Georgia,2021-01-23,252972,3038
Germany,2021-01-23,2137691,51873
Ghana,2021-01-23,60115,361
Greece,2021-01-23,151646,5622
Grenada,2021-01-23,147,1
Guatemala,2021-01-23,153890,5456
Guinea,2021-01-23,14300,81
GuineaBissau,2021-01-23,2510,45
Guyana,2021-01-23,7222,170
Haiti,2021-01-23,11035,243
HolySee,2021-01-23,27,0
Honduras,2021-01-23,140238,3441
Hungary,2021-01-23,358317,11904
Iceland,2021-01-23,5981,29
India,2021-01-23,10654533,153339
Indonesia,2021-01-23,977474,27664
Iran,2021-01-23,1367032,57294
Iraq,2021-01-23,612870,12988
Ireland,2021-01-23,186184,2947
Israel,2021-01-23,593961,4341
Italy,2021-01-23,2455185,85162
Jamaica,2021-01-23,14772,336
Japan,2021-01-23,362476,5064
Jordan,2021-01-23,319519,4217
Kazakhstan,2021-01-23,224395,2956
Kenya,2021-01-23,99898,1740
Kiribati,2021-01-23,0,0
Kosovo,2021-01-23,57317,1447
Kuwait,2021-01-23,160901,952
Kyrgyzstan,2021-01-23,83796,1398
Laos,2021-01-23,41,0
Latvia,2021-01-23,60496,1097
Lebanon,2021-01-23,276587,2270
Lesotho,2021-01-23,7656,123
Liberia,2021-01-23,1914,84
Libya,2021-01-23,112540,1737
Liechtenstein,2021-01-23,2506,53
Lithuania,2021-01-23,175929,2631
Luxembourg,2021-01-23,49438,562
Madagascar,2021-01-23,18301,273
Malawi,2021-01-23,18439,470
Malaysia,2021-01-23,180455,667
Maldives,2021-01-23,14885,50
Mali,2021-01-23,7965,323
Malta,2021-01-23,16542,250
Marshall Islands,2021-01-23,4,0
Mauritania,2021-01-23,16357,416
Mauritius,2021-01-23,556,10
Mexico,2021-01-23,1752347,149084
Micronesia,2021-01-23,1,0
Moldova,2021-01-23,155937,3347
Monaco,2021-01-23,1345,9
Mongolia,2021-01-23,1627,2
Montenegro,2021-01-23,57929,766
Morocco,2021-01-23,465769,8128
Mozambique,2021-01-23,31628,297
MSZaandam,2021-01-23,9,2
Namibia,2021-01-23,32213,317
Nepal,2021-01-23,269180,1994
Netherlands,2021-01-23,957213,13616
NewZealand,2021-01-23,2283,25
Nicaragua,2021-01-23,6204,168
Niger,2021-01-23,4321,151
Nigeria,2021-01-23,120602,1502
NorthMacedonia,2021-01-23,90471,2779
Norway,2021-01-23,60803,544
occupiedPalestinianterritory,2021-01-23,155006,1783
Oman,2021-01-23,132486,1517
Pakistan,2021-01-23,532412,11295
Palau,2021-01-23,0,0
Panama,2021-01-23,309851,5034
PapuaNewGuinea,2021-01-23,835,9
Paraguay,2021-01-23,127081,2608
Peru,2021-01-23,1082907,99411
Philippines,2021-01-23,511679,10190
Poland,2021-01-23,1470879,35253
Portugal,2021-01-23,624469,10194
Qatar,2021-01-23,148772,248
RepublicofKorea,2021-01-23,75084,1349
Romania,2021-01-23,709194,17722
Russia,2021-01-23,3658447,67919
Rwanda,2021-01-23,12647,172
SaintKittsandNevis,2021-01-23,35,0
SaintLucia,2021-01-23,770,10
SaintVincentandtheGrenadines,2021-01-23,720,2
Samoa,2021-01-23,2,0
SanMarino,2021-01-23,2861,65
SaoTomeandPrincipe,2021-01-23,1188,17
SaudiArabia,2021-01-23,366185,6350
Senegal,2021-01-23,24459,569
Serbia,2021-01-23,382285,3868
Seychelles,2021-01-23,972,3
SierraLeone,2021-01-23,3120,77
Singapore,2021-01-23,59260,29
Slovakia,2021-01-23,393609,3965
Slovenia,2021-01-23,157293,3329
Solomon Islands,2021-01-23,17,0
Somalia,2021-01-23,4754,130
SouthAfrica,2021-01-23,1404839,40574
SouthSudan,2021-01-23,3788,64
Spain,2021-01-23,2499560,55441
SriLanka,2021-01-23,57587,280
Sudan,2021-01-23,28522,1603
Summer Olympics 2020,2021-01-23,0,0
Suriname,2021-01-23,8000,148
Sweden,2021-01-23,547166,11005
Switzerland,2021-01-23,509279,9224
SyrianArabRepublic,2021-01-23,13557,879
Taiwan,2021-01-23,884,7
Tajikistan,2021-01-23,13714,91
Tanzania,2021-01-23,509,21
Thailand,2021-01-23,13302,72
TheBahamas,2021-01-23,8101,175
TheGambia,2021-01-23,3958,128
Togo,2021-01-23,4636,74
Tonga,2021-01-23,0,0
TrinidadandTobago,2021-01-23,7462,134
Tunisia,2021-01-23,195314,6154
Turkey,2021-01-23,2424328,24933
Uganda,2021-01-23,39044,317
Ukraine,2021-01-23,1227723,22830
UnitedArabEmirates,2021-01-23,274376,783
UnitedKingdom,2021-01-23,3627750,97518
Uruguay,2021-01-23,36967,367
US,2021-01-23,25141997,424362
Uzbekistan,2021-01-23,78317,621
Vanuatu,2021-01-23,1,0
Venezuela,2021-01-23,123245,1142
Vietnam,2021-01-23,1548,35
Yemen,2021-01-23,2118,615
Zambia,2021-01-23,44592,627
Zimbabwe,2021-01-23,31007,974
Afghanistan,2021-01-24,54595,2378
Albania,2021-01-24,72274,1315
Algeria,2021-01-24,105596,2863
Andorra,2021-01-24,9549,96
Angola,2021-01-24,19399,459
AntiguaandBarbuda,2021-01-24,198,6
Argentina,2021-01-24,1867223,46827
Armenia,2021-01-24,166036,3039
Australia,2021-01-24,28777,909
Austria,2021-01-24,404714,7418
Azerbaijan,2021-01-24,228975,3082
Bahrain,2021-01-24,99817,367
Bangladesh,2021-01-24,531799,8023
Barbados,2021-01-24,1387,9
Belarus,2021-01-24,237611,1649
Belgium,2021-01-24,693666,20779
Belize,2021-01-24,11750,290
Benin,2021-01-24,3643,48
Bhutan,2021-01-24,855,1
Bolivia,2021-01-24,201037,9985
BosniaandHerzegovina,2021-01-24,119420,4555
Botswana,2021-01-24,19654,105
Brazil,2021-01-24,8844577,217037
Brunei,2021-01-24,175,3
Bulgaria,2021-01-24,214817,8820
BurkinaFaso,2021-01-24,10038,112
Burma,2021-01-24,137574,3062
Burundi,2021-01-24,1472,2
Cambodia,2021-01-24,458,0
Cameroon,2021-01-24,29617,462
Canada,2021-01-24,752510,19119
CapeVerde,2021-01-24,13489,127
CentralAfricanRepublic,2021-01-24,4980,63
Chad,2021-01-24,3161,116
Chile,2021-01-24,699110,17933
China,2021-01-24,99247,4804
Colombia,2021-01-24,2015485,51374
Comoros,2021-01-24,2268,71
Congo,2021-01-24,7794,117
CostaRica,2021-01-24,189308,2518
CotedIvoire,2021-01-24,26850,146
Croatia,2021-01-24,228920,4827
Cuba,2021-01-24,21261,194
Cyprus,2021-01-24,30344,184
Czechia,2021-01-24,937617,15369
DemocraticRepublicoftheCongo,2021-01-24,21869,661
Denmark,2021-01-24,195353,1984
